#;Indikator BHS;Indicator English;Focus Group;Concept;F;M;Y;T;Code 1;Code 2;Comments;Code 1 ;Subcode 1;Subcat 1 name;Code 2;Subcode 2;Subcat 2 name;Dimension 1;Dimension 2;M-F;Min (M,F,Y);Imp score;Imp-F;Imp-M;Imp-Y;Imp-Cat1;Imp-Cat2
5;I Srbi, i Bošnjaci i Hrvati su davali donaciju za obnovu pravoslavne crkve nakon rušenja.;Serbs, Bosniaks and Croats have all given donations for the rebuilding of the Orthodox church;men;life together;1.0;1.0;;2;6.9;14.4;;6;9.0;Ethno-religious identity;14;4.0;Religious buildings;Culture & Society;Culture & Society;0.0;1.0;0.69379;0.915254;1.433628;0.0;0.052224;1.142857
14;90% ljudi u Mostaru nisu pesimisti po pitanju političke situacije.;90% of people in Mostar are not pessimists when it comes to current political situation;men;life together;1.0;1.0;;2;2.2;9.3;;2;2.0;Confidence;9;3.0;Political functionality;Security;Rights & Dignity;;;0.69379;0.915254;1.433628;0.0;1.851429;0.651163
40;Fasade zgrada u Podhumu su obnovljene;The building facades in Podhum are renovated;youth;life together;;2.0;;2;17.4;;;17;4.0;Buildings;0;0;0;Economic Activity & Livelihoods;0;-2.0;2.0;0.69379;0.0;2.867257;0.0;2.7;0.0
44;Grad redovno mijenja oštećene šahtove u gradu.;The city officials regularly changes damaged manholes in Mostar;women;life together;;2.0;;2;17.1;9.3;;17;10.0;Roads;9;3.0;Political functionality;Economic Activity & Livelihoods;Rights & Dignity;-2.0;2.0;0.69379;0.0;2.867257;0.0;2.7;0.651163
71;Klizalište u Velikom parku je besplatno za svu djecu.;The ice-skating rink at Zrinjevac Park is free for all children;women;life together;1.0;;1.0;2;12.2;15.0;;12;2.0;Public support for sport;15;0;Youth;Culture & Society;Culture & Society;1.0;1.0;0.69379;0.915254;0.0;0.915254;2.103896;0.548387
75;Kontejneri i ulice se čiste u 5 ujutro, a ne u podne kao kod nas u Podhumu;The streets and garbage cans are cleaned at 5 AM and not at noon like it is in Podhum;youth;life together;2.0;;;2;18.1;10.6;;18;10.0;Waste management Services;10;6.0;Public utilities;Rights & Dignity;Rights & Dignity;2.0;2.0;0.69379;1.830508;0.0;0.0;0.241791;0.631579
97;Ljudi su zadovoljniji, jer pristojno zarađuju.;People are satisfied because they earn enough;women;life together;1.0;1.0;;2;20.8;;;20;8.0;Livelihoods;0;0;0;Economic Activity & Livelihoods;0;0.0;1.0;0.69379;0.915254;1.433628;0.0;0.12;0.0
98;Ljudi svih vjera, koji zajedno rade u fabrikamau Mostaru, se druže na pauzama.;People of all faiths, who work together in factories in Mostar, hang out during breaks.;women;life together;;;2.0;2;6.9;11.0;;6;9.0;Ethno-religious identity;11;0;Socializing;Culture & Society;Culture & Society;;;0.69379;0.0;0.0;1.830508;0.052224;1.076923
111;Ljudi u Podhumu se posjećuju međusobno;People in Podhum visit each other;women;life together;1.0;1.0;;2;6.2;6.12;;6;2.0;Personal relationships;6;12.0;Neighbor Relations;Culture & Society;Culture & Society;0.0;1.0;0.69379;0.915254;1.433628;0.0;0.052224;0.712121
112;Ljudi u Podhumu upoznaju jedni druge i tako im se širi komšiluk;People in Podhum are widening their neighborhood by getting to know each other;women;life together;;;2.0;2;6.2;6.12;;6;2.0;Personal relationships;6;12.0;Neighbor Relations;Culture & Society;Culture & Society;;;0.69379;0.0;0.0;1.830508;0.052224;0.712121
